;;HLAVNÍ MĚSTO PRAHA;;;;;;;;;;;;;;;
CZ020;2103;Brandýs n. Lab.-St.Boleslav;37;Předboj;538655;obec;1;1;407;1 300;326;118;2;1;-;;CZ0209
CZ020;2103;Brandýs n. Lab.-St.Boleslav;38;Přezletice;538671;obec;1;1;416;2 163;549;279;2;1;1;;CZ0209
CZ020;2103;Brandýs n. Lab.-St.Boleslav;39;Radonice;538701;obec;1;1;479;1 121;264;153;2;1;1;;CZ0209
CZ020;2103;Brandýs n. Lab.-St.Boleslav;40;Sedlec;598283;obec;1;1;188;493;89;55;2;1;1;;CZ0209
CZ020;2103;Brandýs n. Lab.-St.Boleslav;41;Sibřina;538761;obec;2;2;444;1 057;238;143;2;1;-;;CZ0209
CZ020;2103;Brandýs n. Lab.-St.Boleslav;42;Sluhy;538779;obec;1;1;456;746;130;139;2;1;1;;CZ0209
CZ020;2103;Brandýs n. Lab.-St.Boleslav;43;Sudovo Hlavno;571954;obec;1;1;1 341;518;94;93;2;1;-;;CZ0209
CZ020;2103;Brandýs n. Lab.-St.Boleslav;44;Svémyslice;598305;obec;1;1;345;539;138;33;2;1;1;;CZ0209
CZ020;2103;Brandýs n. Lab.-St.Boleslav;45;Šestajovice;538876;obec;1;1;542;4 021;902;505;2;1;1;;CZ0209
CZ020;2103;Brandýs n. Lab.-St.Boleslav;46;Škvorec;538884;městys;2;2;1 276;2 200;545;301;2;1;1;;CZ0209
CZ020;2103;Brandýs n. Lab.-St.Boleslav;47;Úvaly;538957;město;1;1;1 097;7 404;1 656;1 216;2;1;1;;CZ0209
CZ020;2103;Brandýs n. Lab.-St.Boleslav;48;Veleň;538965;obec;2;1;687;1 895;502;202;2;1;1;;CZ0209
CZ020;2103;Brandýs n. Lab.-St.Boleslav;49;Veliká Ves;538973;obec;1;1;570;394;82;46;2;1;-;;CZ0209
CZ020;2103;Brandýs n. Lab.-St.Boleslav;50;Větrušice;538990;obec;1;1;286;706;144;94;2;1;1;;CZ0209
CZ020;2103;Brandýs n. Lab.-St.Boleslav;51;Vodochody;539015;obec;2;2;496;775;180;99;2;1;1;;CZ0209
CZ020;2103;Brandýs n. Lab.-St.Boleslav;52;Vyšehořovice;539040;obec;2;2;660;684;121;122;2;1;-;;CZ0209
CZ020;2103;Brandýs n. Lab.-St.Boleslav;53;Zápy;505781;městys;1;3;876;943;178;140;2;1;1;;CZ0209
CZ020;2103;Brandýs n. Lab.-St.Boleslav;54;Záryby;535362;obec;2;2;815;1 100;204;171;2;1;1;;CZ0209
CZ020;2103;Brandýs n. Lab.-St.Boleslav;55;Zdiby;539058;obec;4;3;996;3 866;830;448;2;1;1;;CZ0209
CZ020;2103;Brandýs n. Lab.-St.Boleslav;56;Zeleneč;539066;obec;2;2;1 075;3 199;679;369;2;1;1;;CZ0209
CZ020;2103;Brandýs n. Lab.-St.Boleslav;57;Zlatá;513644;obec;1;1;112;408;105;39;2;1;-;;CZ0209
CZ020;2103;Brandýs n. Lab.-St.Boleslav;58;Zlonín;539082;obec;1;1;309;1 285;396;63;2;1;1;;CZ0209
CZ020;2104;Čáslav;1;Adamov;531367;obec;1;1;276;133;15;39;-;1;1;;CZ0205
CZ020;2104;Čáslav;2;Bílé Podolí;533971;městys;3;3;1 529;601;91;128;2;-;-;;CZ0205
CZ020;2104;Čáslav;3;Brambory;530832;obec;1;1;125;116;16;30;-;1;1;;CZ0205
CZ020;2104;Čáslav;4;Bratčice;531286;obec;1;1;826;399;62;90;2;1;1;;CZ0205
CZ020;2104;Čáslav;5;Čáslav;534005;město;3;2;2 646;10 468;1 784;2 198;2;1;1;;CZ0205
CZ020;2104;Čáslav;6;Čejkovice;529524;obec;1;1;195;28;0;10;-;-;1;;CZ0205
CZ020;2104;Čáslav;7;Dobrovítov;529559;obec;2;2;901;128;22;26;-;1;1;;CZ0205
CZ020;2104;Čáslav;8;Drobovice;531341;obec;1;1;283;400;60;97;2;1;1;;CZ0205
CZ020;2104;Čáslav;9;Horka I;531430;obec;3;1;694;395;51;102;2;1;1;;CZ0205
CZ020;2104;Čáslav;10;Horky;531359;obec;1;1;235;376;77;60;2;1;1;;CZ0205
CZ020;2104;Čáslav;11;Horušice;531481;obec;1;1;848;161;15;51;1;1;1;;CZ0205
CZ020;2104;Čáslav;12;Hostovlice;534064;obec;1;1;585;256;27;46;-;-;1;;CZ0205
CZ020;2104;Čáslav;13;Hraběšín;531413;obec;1;1;792;111;16;35;2;1;-;;CZ0205
CZ020;2104;Čáslav;14;Chotusice;534102;obec;2;1;701;796;151;168;2;1;1;;CZ0205
CZ020;2104;Čáslav;15;Kluky;534137;obec;4;4;1 069;540;114;113;2;1;-;;CZ0205
